Date,User_ID,Food_Item,Category,Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Cholesterol (mg),Meal_Type,Water_Intake (ml),Calculated_Calories
2024-03-08,429,Banana,Fruits,89,1.1,23.0,0.3,2.6,3.0,589,167,Dinner,740,513.1999999999999
2024-01-28,66,Chips,Snacks,536,7.0,53.0,35.0,4.4,23.6,276,172,Lunch,478,258.8
2024-10-24,80,Butter,Dairy,717,0.1,0.1,81.0,0.0,47.7,789,209,Snack,649,669.5
2024-11-19,945,Carrot,Vegetables,41,0.9,10.0,0.2,2.8,34.1,851,254,Breakfast,887,864.5
2024-02-24,253,Bread,Grains,265,9.0,49.0,3.2,2.7,4.5,640,14,Snack,575,744.9
2024-05-06,472,Salmon,Meat,208,22.0,0.0,13.0,0.0,49.9,941,281,Dinner,536,220.60000000000002
2024-06-03,334,Carrot,Vegetables,41,0.9,10.0,0.2,2.8,32.7,808,56,Dinner,132,458.4
2024-09-08,333,Broccoli,Vegetables,34,2.8,7.0,0.4,2.6,9.4,581,233,Snack,505,810.8
2024-06-27,735,Chocolate,Snacks,546,5.5,61.0,31.0,3.4,18.4,739,128,Dinner,585,803.3
2024-03-12,37,Orange Juice,Beverages,45,0.7,10.0,0.2,0.2,46.9,195,6,Dinner,379,627.5999999999999
2024-11-10,387,Potato,Vegetables,77,2.0,17.0,0.1,2.2,34.4,506,124,Snack,188,667.0999999999999
2024-03-10,506,Nuts,Snacks,607,20.0,21.0,54.0,7.0,6.2,447,298,Breakfast,223,685.5
2024-12-25,713,Salmon,Meat,208,22.0,0.0,13.0,0.0,8.6,349,230,Dinner,543,512.0
2024-07-08,630,Popcorn,Snacks,375,12.0,74.0,4.3,14.0,39.0,639,273,Breakfast,919,672.0
2024-06-15,490,Eggs,Meat,143,13.0,0.7,10.0,0.0,40.3,47,123,Breakfast,429,244.3
2024-12-05,239,Paneer,Dairy,265,18.0,1.2,20.0,0.0,4.5,316,289,Lunch,732,518.7
2024-02-15,766,Yogurt,Dairy,59,3.5,4.7,3.3,0.0,17.4,221,40,Breakfast,471,571.0
2024-09-26,548,Rice,Grains,130,2.7,28.0,0.3,0.4,46.5,732,10,Snack,462,540.8
2024-08-29,79,Orange Juice,Beverages,45,0.7,10.0,0.2,0.2,0.5,539,77,Breakfast,801,473.0
2024-02-13,251,Yogurt,Dairy,59,3.5,4.7,3.3,0.0,14.2,228,141,Dinner,761,673.2
2024-11-04,302,Chips,Snacks,536,7.0,53.0,35.0,4.4,38.3,991,230,Lunch,324,941.2
2024-05-22,758,Pork Chop,Meat,242,27.0,0.0,14.0,0.0,8.4,470,250,Lunch,547,375.4
2024-01-24,39,Pork Chop,Meat,242,27.0,0.0,14.0,0.0,47.5,713,227,Snack,692,251.50000000000003
2024-04-20,687,Carrot,Vegetables,41,0.9,10.0,0.2,2.8,31.4,584,9,Breakfast,539,545.0
2024-06-03,215,Coffee,Beverages,0,0.1,0.0,0.0,0.0,19.1,339,111,Dinner,953,877.9000000000001
2024-04-04,643,Rice,Grains,130,2.7,28.0,0.3,0.4,4.2,163,110,Lunch,612,862.2
2024-01-12,78,Grapes,Fruits,69,0.7,18.0,0.2,0.9,46.2,827,230,Dinner,458,649.7
2024-06-28,927,Pasta,Grains,131,5.0,25.0,0.5,1.2,49.2,44,232,Dinner,335,721.9
2024-01-31,689,Strawberry,Fruits,32,0.7,8.0,0.3,2.0,10.5,449,111,Breakfast,106,414.6
2024-04-27,656,Tomato,Vegetables,18,0.9,3.9,0.2,1.2,29.5,191,286,Snack,338,598.0
2024-01-22,259,Oats,Grains,389,17.0,66.0,7.0,10.0,13.8,807,151,Lunch,426,598.8
2024-12-01,180,Grapes,Fruits,69,0.7,18.0,0.2,0.9,48.9,884,12,Dinner,784,784.4000000000001
2024-10-26,663,Popcorn,Snacks,375,12.0,74.0,4.3,14.0,45.7,152,19,Lunch,651,457.0
2024-05-08,214,Orange,Fruits,47,0.9,12.0,0.1,2.4,1.9,325,263,Lunch,493,829.1
2024-02-27,532,Chicken Breast,Meat,165,31.0,0.0,3.6,0.0,18.0,268,258,Breakfast,503,585.5
2024-04-11,118,Bread,Grains,265,9.0,49.0,3.2,2.7,5.9,872,167,Lunch,513,619.0
2024-10-02,237,Green Tea,Beverages,0,0.0,0.0,0.0,0.0,25.8,996,119,Breakfast,505,641.9
2024-01-06,580,Cookies,Snacks,502,6.0,65.0,24.0,2.3,17.8,220,223,Breakfast,500,390.6
2024-03-12,854,Quinoa,Grains,120,4.4,21.0,1.9,2.8,36.4,498,291,Breakfast,296,419.4
2024-01-20,806,Orange Juice,Beverages,45,0.7,10.0,0.2,0.2,34.7,929,14,Breakfast,520,400.0
2024-04-03,430,Spinach,Vegetables,23,2.9,3.6,0.4,2.2,2.0,444,79,Dinner,604,499.29999999999995
2024-10-23,374,Pork Chop,Meat,242,27.0,0.0,14.0,0.0,27.3,169,263,Snack,282,404.8
2024-02-20,230,Carrot,Vegetables,41,0.9,10.0,0.2,2.8,17.6,787,45,Breakfast,462,402.0
2024-07-22,610,Milkshake,Beverages,112,3.4,18.0,3.0,0.0,47.7,458,128,Dinner,636,616.3
2024-07-14,93,Beef Steak,Meat,271,26.0,0.0,19.0,0.0,5.2,128,161,Dinner,535,296.5
2024-11-12,452,Paneer,Dairy,265,18.0,1.2,20.0,0.0,6.4,810,251,Snack,420,673.9000000000001
2024-07-20,296,Grapes,Fruits,69,0.7,18.0,0.2,0.9,14.1,808,48,Lunch,492,508.2
2024-03-03,387,Salmon,Meat,208,22.0,0.0,13.0,0.0,13.8,252,157,Lunch,813,225.7
2024-12-09,608,Carrot,Vegetables,41,0.9,10.0,0.2,2.8,41.7,16,133,Dinner,738,735.3
2024-01-06,562,Rice,Grains,130,2.7,28.0,0.3,0.4,9.2,486,248,Snack,403,777.4000000000001
2024-08-02,692,Rice,Grains,130,2.7,28.0,0.3,0.4,0.7,811,201,Breakfast,590,628.8
2024-06-27,738,Paneer,Dairy,265,18.0,1.2,20.0,0.0,34.2,427,103,Breakfast,366,602.9
2024-11-22,579,Bread,Grains,265,9.0,49.0,3.2,2.7,40.0,89,4,Breakfast,553,767.0
2024-06-28,688,Pasta,Grains,131,5.0,25.0,0.5,1.2,47.0,380,220,Snack,994,450.8
2024-12-16,971,Chocolate,Snacks,546,5.5,61.0,31.0,3.4,41.1,594,237,Snack,323,651.6
2024-08-22,432,Chicken Breast,Meat,165,31.0,0.0,3.6,0.0,47.3,40,4,Dinner,566,633.0999999999999
2024-02-25,780,Rice,Grains,130,2.7,28.0,0.3,0.4,25.4,118,288,Breakfast,647,836.8
2024-01-04,171,Chips,Snacks,536,7.0,53.0,35.0,4.4,32.8,831,249,Snack,267,577.8
2024-04-08,671,Grapes,Fruits,69,0.7,18.0,0.2,0.9,11.8,434,88,Lunch,356,562.4
2024-12-25,12,Banana,Fruits,89,1.1,23.0,0.3,2.6,21.9,424,141,Lunch,567,423.9
2024-04-25,66,Water,Beverages,0,0.0,0.0,0.0,0.0,37.0,773,70,Dinner,718,713.6
2024-03-16,92,Orange,Fruits,47,0.9,12.0,0.1,2.4,22.4,157,106,Snack,143,716.4
2024-10-18,278,Paneer,Dairy,265,18.0,1.2,20.0,0.0,2.7,396,7,Lunch,928,526.4
2024-01-27,47,Milk,Dairy,42,3.4,4.8,1.0,0.0,22.8,615,256,Lunch,513,341.7
2024-08-25,963,Cheese,Dairy,402,25.0,0.4,33.0,0.0,46.8,446,252,Dinner,205,807.4
2024-05-27,476,Chocolate,Snacks,546,5.5,61.0,31.0,3.4,16.7,844,55,Breakfast,114,591.2
2024-11-12,672,Pork Chop,Meat,242,27.0,0.0,14.0,0.0,4.9,743,170,Breakfast,301,451.8
2024-12-25,167,Chocolate,Snacks,556,11.2,18.1,43.0,8.9,7.2,539,142,Dinner,565,504.2
2024-05-31,282,Banana,Fruits,89,1.1,23.0,0.3,2.6,12.3,824,198,Breakfast,440,829.9000000000001
2024-08-13,127,Chicken Breast,Meat,165,31.0,0.0,3.6,0.0,8.2,348,167,Dinner,640,415.1
2024-03-09,461,Spinach,Vegetables,23,2.9,3.6,0.4,2.2,12.7,247,220,Dinner,698,418.4
2024-10-23,51,Chicken Breast,Meat,165,31.0,0.0,3.6,0.0,7.2,210,106,Snack,805,467.8
2024-11-13,979,Eggs,Meat,143,13.0,0.7,10.0,0.0,21.6,708,209,Lunch,818,668.5999999999999
2024-04-20,241,Chips,Snacks,536,7.0,53.0,35.0,4.4,47.6,249,232,Snack,926,499.90000000000003
2024-12-31,232,Pasta,Grains,131,5.0,25.0,0.5,1.2,27.0,673,203,Breakfast,726,538.5
2024-12-21,951,Cookies,Snacks,502,6.0,65.0,24.0,2.3,7.7,777,221,Lunch,371,743.4000000000001
2024-02-13,824,Tomato,Vegetables,18,0.9,3.9,0.2,1.2,30.4,101,105,Lunch,395,551.6
2024-12-05,909,Green Tea,Beverages,0,0.0,0.0,0.0,0.0,33.0,351,166,Breakfast,127,480.20000000000005
2024-01-14,634,Potato,Vegetables,77,2.0,17.0,0.1,2.2,36.7,162,83,Snack,294,857.3
2024-07-01,909,Banana,Fruits,89,1.1,23.0,0.3,2.6,14.5,535,153,Dinner,327,845.8
2024-01-10,216,Green Tea,Beverages,0,0.0,0.0,0.0,0.0,25.1,380,175,Snack,395,578.0
2024-03-12,677,Chips,Snacks,536,7.0,53.0,35.0,4.4,19.0,643,133,Snack,835,236.3
2024-08-01,561,Popcorn,Snacks,375,12.0,74.0,4.3,14.0,20.5,518,154,Dinner,505,575.1
2024-02-20,344,Bread,Grains,265,9.0,49.0,3.2,2.7,47.8,741,199,Breakfast,478,551.5
2024-10-10,230,Yogurt,Dairy,59,3.5,4.7,3.3,0.0,38.1,293,109,Snack,966,835.2
2024-01-24,830,Popcorn,Snacks,375,12.0,74.0,4.3,14.0,39.0,239,169,Dinner,808,342.3
2024-03-04,391,Rice,Grains,130,2.7,28.0,0.3,0.4,48.7,255,201,Lunch,374,837.7
2024-03-24,525,Cheese,Dairy,402,25.0,0.4,33.0,0.0,45.6,253,152,Dinner,449,653.1999999999999
2024-05-04,775,Green Tea,Beverages,0,0.0,0.0,0.0,0.0,0.4,578,121,Snack,648,598.2
2024-07-12,922,Yogurt,Dairy,59,3.5,4.7,3.3,0.0,1.0,319,247,Snack,103,447.8
2024-03-03,217,Quinoa,Grains,120,4.4,21.0,1.9,2.8,41.4,212,160,Snack,844,551.3
2024-02-13,460,Milk,Dairy,42,3.4,4.8,1.0,0.0,3.4,392,149,Snack,681,418.9
2024-08-01,635,Chocolate,Snacks,546,5.5,61.0,31.0,3.4,12.3,2,39,Lunch,389,343.8
2024-03-03,879,Pasta,Grains,131,5.0,25.0,0.5,1.2,4.4,435,73,Snack,526,535.0
2024-03-06,77,Grapes,Fruits,69,0.7,18.0,0.2,0.9,39.0,274,48,Dinner,919,765.3
2024-11-24,120,Bread,Grains,265,9.0,49.0,3.2,2.7,5.7,323,154,Snack,599,610.6
2024-08-12,554,Pasta,Grains,131,5.0,25.0,0.5,1.2,12.1,888,21,Breakfast,913,505.30000000000007
2024-05-20,476,Milk,Dairy,42,3.4,4.8,1.0,0.0,28.4,149,118,Snack,226,230.89999999999998
2024-07-29,925,Strawberry,Fruits,32,0.7,8.0,0.3,2.0,1.9,394,72,Dinner,619,598.0
2024-05-27,992,Eggs,Meat,143,13.0,0.7,10.0,0.0,25.4,709,52,Breakfast,376,656.1
2024-11-19,32,Paneer,Dairy,265,18.0,1.2,20.0,0.0,44.7,692,164,Lunch,937,724.9
2024-09-09,842,Carrot,Vegetables,41,0.9,10.0,0.2,2.8,5.2,974,191,Breakfast,692,686.7
2024-12-23,990,Nuts,Snacks,607,20.0,21.0,54.0,7.0,6.6,238,107,Lunch,835,591.0
2024-09-22,38,Green Tea,Beverages,0,0.0,0.0,0.0,0.0,25.4,529,13,Lunch,904,385.3
2024-04-29,376,Rice,Grains,130,2.7,28.0,0.3,0.4,38.3,148,292,Dinner,491,317.7
2024-01-20,126,Chips,Snacks,536,7.0,53.0,35.0,4.4,7.9,401,271,Dinner,434,644.8000000000001
2024-06-16,675,Oats,Grains,389,17.0,66.0,7.0,10.0,32.9,182,119,Snack,216,524.4
2024-09-01,587,Quinoa,Grains,120,4.4,21.0,1.9,2.8,40.6,427,98,Dinner,547,599.6
2024-06-26,785,Grapes,Fruits,69,0.7,18.0,0.2,0.9,38.1,903,288,Dinner,494,679.3
2024-08-17,668,Cookies,Snacks,502,6.0,65.0,24.0,2.3,25.4,621,223,Dinner,791,512.2
2024-10-12,567,Tomato,Vegetables,18,0.9,3.9,0.2,1.2,20.1,140,10,Lunch,266,888.6
2024-05-23,62,Grapes,Fruits,69,0.7,18.0,0.2,0.9,47.0,496,272,Snack,272,480.1
2024-09-19,375,Paneer,Dairy,265,18.0,1.2,20.0,0.0,27.9,426,294,Lunch,960,322.8
2024-04-09,414,Bread,Grains,265,9.0,49.0,3.2,2.7,12.3,830,116,Lunch,709,693.8
2024-05-10,438,Yogurt,Dairy,59,3.5,4.7,3.3,0.0,23.8,88,163,Dinner,418,551.7
2024-08-02,966,Milk,Dairy,42,3.4,4.8,1.0,0.0,36.8,259,228,Breakfast,102,441.5
2024-11-04,128,Quinoa,Grains,120,4.4,21.0,1.9,2.8,31.6,484,297,Dinner,934,601.1
2024-04-19,571,Quinoa,Grains,120,4.4,21.0,1.9,2.8,40.8,57,256,Snack,315,514.7
2024-03-07,610,Broccoli,Vegetables,34,2.8,7.0,0.4,2.6,37.2,363,240,Lunch,386,426.9
2024-03-29,397,Strawberry,Fruits,32,0.7,8.0,0.3,2.0,46.0,400,257,Breakfast,186,196.7
2024-04-15,702,Paneer,Dairy,265,18.0,1.2,20.0,0.0,27.5,111,51,Breakfast,482,662.1
2024-08-10,896,Chips,Snacks,536,7.0,53.0,35.0,4.4,17.2,184,129,Lunch,525,226.3
2024-10-10,751,Popcorn,Snacks,375,12.0,74.0,4.3,14.0,24.0,112,168,Lunch,975,490.0
2024-01-29,316,Spinach,Vegetables,23,2.9,3.6,0.4,2.2,21.7,84,114,Lunch,806,332.29999999999995
2024-10-30,378,Quinoa,Grains,120,4.4,21.0,1.9,2.8,43.0,635,101,Snack,707,809.8
2024-07-30,297,Banana,Fruits,89,1.1,23.0,0.3,2.6,46.3,336,298,Breakfast,458,634.0999999999999
2024-07-11,35,Rice,Grains,130,2.7,28.0,0.3,0.4,18.9,922,269,Breakfast,150,363.59999999999997
2024-03-29,32,Beef Steak,Meat,271,26.0,0.0,19.0,0.0,23.4,648,155,Snack,831,319.59999999999997
2024-11-27,822,Grapes,Fruits,69,0.7,18.0,0.2,0.9,33.1,998,201,Snack,232,364.9
2024-05-16,698,Coffee,Beverages,0,0.1,0.0,0.0,0.0,48.6,504,47,Lunch,154,610.6
2024-10-26,424,Quinoa,Grains,120,4.4,21.0,1.9,2.8,29.1,145,191,Snack,808,854.0
2024-08-27,499,Pasta,Grains,131,5.0,25.0,0.5,1.2,2.4,667,64,Breakfast,387,140.5
2024-09-02,904,Green Tea,Beverages,0,0.0,0.0,0.0,0.0,24.9,230,228,Dinner,171,561.3
2024-09-28,36,Beef Steak,Meat,271,26.0,0.0,19.0,0.0,17.3,462,202,Snack,681,496.30000000000007
2024-04-14,895,Spinach,Vegetables,23,2.9,3.6,0.4,2.2,41.8,561,11,Lunch,488,701.7
2024-04-05,268,Green Tea,Beverages,0,0.0,0.0,0.0,0.0,19.6,926,247,Breakfast,642,506.6
2024-10-13,254,Eggs,Meat,143,13.0,0.7,10.0,0.0,6.2,978,213,Breakfast,835,730.7
2024-08-30,435,Butter,Dairy,717,0.1,0.1,81.0,0.0,15.9,93,104,Lunch,320,880.6
2024-06-25,819,Tomato,Vegetables,18,0.9,3.9,0.2,1.2,25.0,227,155,Dinner,308,578.7
2024-06-30,45,Chocolate,Snacks,546,5.5,61.0,31.0,3.4,43.8,723,207,Dinner,263,775.3
2024-06-06,73,Banana,Fruits,89,1.1,23.0,0.3,2.6,3.3,778,282,Breakfast,322,494.5
2024-07-05,462,Green Tea,Beverages,0,0.0,0.0,0.0,0.0,20.1,435,104,Lunch,320,272.6
2024-10-19,412,Oats,Grains,389,17.0,66.0,7.0,10.0,48.1,262,103,Breakfast,116,441.4
2024-10-12,664,Banana,Fruits,89,1.1,23.0,0.3,2.6,41.6,882,175,Dinner,812,429.70000000000005
2024-03-20,220,Butter,Dairy,717,0.1,0.1,81.0,0.0,44.3,440,289,Breakfast,456,512.0
2024-06-09,93,Rice,Grains,130,2.7,28.0,0.3,0.4,14.8,805,255,Lunch,618,495.1
2024-12-15,194,Milk,Dairy,42,3.4,4.8,1.0,0.0,31.8,668,153,Lunch,540,411.5
2024-04-29,280,Water,Beverages,0,0.0,0.0,0.0,0.0,49.9,681,102,Snack,771,780.2
2024-05-22,417,Orange Juice,Beverages,45,0.7,10.0,0.2,0.2,11.3,924,296,Breakfast,161,583.7
2024-05-24,919,Eggs,Meat,143,13.0,0.7,10.0,0.0,26.1,749,210,Snack,579,758.8
2024-10-18,382,Beef Steak,Meat,271,26.0,0.0,19.0,0.0,25.8,809,167,Lunch,248,520.8
2024-03-12,478,Apple,Fruits,52,0.3,14.0,0.2,2.4,7.9,440,87,Breakfast,208,327.7
2024-07-22,232,Green Tea,Beverages,0,0.0,0.0,0.0,0.0,49.0,965,116,Snack,348,411.8
2024-09-23,462,Paneer,Dairy,265,18.0,1.2,20.0,0.0,36.6,618,135,Lunch,690,761.7
2024-07-10,105,Rice,Grains,130,2.7,28.0,0.3,0.4,47.1,274,45,Breakfast,278,873.9000000000001
2024-10-19,870,Green Tea,Beverages,0,0.0,0.0,0.0,0.0,5.0,21,172,Lunch,451,480.70000000000005
2024-09-09,480,Popcorn,Snacks,375,12.0,74.0,4.3,14.0,10.6,159,97,Dinner,908,538.8
2024-11-18,714,Grapes,Fruits,69,0.7,18.0,0.2,0.9,2.8,919,129,Lunch,573,563.3000000000001
2024-06-15,465,Rice,Grains,130,2.7,28.0,0.3,0.4,10.3,182,73,Breakfast,819,626.5
2024-06-08,275,Oats,Grains,389,17.0,66.0,7.0,10.0,43.0,432,99,Breakfast,929,769.6999999999999
2024-12-12,754,Paneer,Dairy,265,18.0,1.2,20.0,0.0,4.9,21,19,Dinner,675,451.0
2024-03-05,805,Milk,Dairy,42,3.4,4.8,1.0,0.0,40.2,700,23,Dinner,319,654.9000000000001
2024-10-24,292,Orange,Fruits,47,0.9,12.0,0.1,2.4,25.3,392,271,Lunch,946,603.2
2024-11-14,797,Green Tea,Beverages,0,0.0,0.0,0.0,0.0,14.5,452,285,Breakfast,535,432.79999999999995
2024-08-05,363,Popcorn,Snacks,375,12.0,74.0,4.3,14.0,16.1,660,135,Breakfast,152,396.8
2024-12-20,412,Rice,Grains,130,2.7,28.0,0.3,0.4,43.4,534,5,Breakfast,108,544.6999999999999
2024-08-04,378,Tomato,Vegetables,18,0.9,3.9,0.2,1.2,7.3,408,279,Snack,826,471.7
2024-06-23,406,Eggs,Meat,143,13.0,0.7,10.0,0.0,28.6,112,156,Snack,101,602.0
2024-09-23,790,Nuts,Snacks,607,20.0,21.0,54.0,7.0,10.0,35,176,Snack,229,450.6
2024-02-20,834,Pasta,Grains,131,5.0,25.0,0.5,1.2,25.1,852,43,Breakfast,482,753.0999999999999
2024-06-25,29,Tomato,Vegetables,18,0.9,3.9,0.2,1.2,38.6,142,187,Breakfast,554,628.5
2024-01-11,513,Pasta,Grains,131,5.0,25.0,0.5,1.2,35.0,688,238,Lunch,500,198.0
2024-12-26,994,Green Tea,Beverages,0,0.0,0.0,0.0,0.0,33.1,523,180,Dinner,645,481.29999999999995
2024-10-06,297,Milkshake,Beverages,112,3.4,18.0,3.0,0.0,17.7,287,257,Lunch,288,267.8
2024-12-25,725,Chips,Snacks,536,7.0,53.0,35.0,4.4,2.5,130,188,Dinner,369,560.5
2024-03-05,517,Tomato,Vegetables,18,0.9,3.9,0.2,1.2,38.7,596,35,Dinner,935,590.8
2024-03-11,882,Strawberry,Fruits,32,0.7,8.0,0.3,2.0,13.8,370,214,Lunch,107,372.5
2024-11-23,237,Carrot,Vegetables,41,0.9,10.0,0.2,2.8,36.1,911,188,Snack,474,497.5
2024-01-08,692,Paneer,Dairy,265,18.0,1.2,20.0,0.0,42.7,11,84,Dinner,953,1005.3
2024-08-19,776,Eggs,Meat,143,13.0,0.7,10.0,0.0,41.4,492,17,Dinner,369,513.6
2024-02-11,130,Spinach,Vegetables,23,2.9,3.6,0.4,2.2,16.1,281,282,Breakfast,398,286.0
2024-04-01,107,Quinoa,Grains,120,4.4,21.0,1.9,2.8,22.0,837,7,Dinner,578,775.7
2024-12-13,125,Beef Steak,Meat,271,26.0,0.0,19.0,0.0,43.8,734,233,Snack,348,434.9
2024-08-09,99,Green Tea,Beverages,0,0.0,0.0,0.0,0.0,1.7,672,271,Breakfast,474,340.59999999999997
2024-09-15,442,Pork Chop,Meat,242,27.0,0.0,14.0,0.0,1.7,730,286,Snack,980,444.4
2024-01-28,269,Chips,Snacks,536,7.0,53.0,35.0,4.4,1.1,885,148,Dinner,962,816.2
2024-11-26,778,Butter,Dairy,717,0.1,0.1,81.0,0.0,29.9,293,172,Lunch,714,483.9
2024-08-20,199,Tomato,Vegetables,18,0.9,3.9,0.2,1.2,7.3,994,157,Lunch,964,498.5
2024-06-18,223,Nuts,Snacks,607,20.0,21.0,54.0,7.0,15.4,831,229,Snack,453,746.1000000000001
2024-10-12,87,Chocolate,Snacks,546,5.5,61.0,31.0,3.4,25.5,126,183,Lunch,937,625.9000000000001
2024-10-10,21,Orange,Fruits,47,0.9,12.0,0.1,2.4,14.3,857,210,Snack,142,313.6
2024-06-10,415,Salmon,Meat,208,22.0,0.0,13.0,0.0,34.8,970,67,Snack,643,449.0
2024-10-14,863,Cheese,Dairy,402,25.0,0.4,33.0,0.0,45.1,84,209,Snack,187,537.1
2024-11-11,599,Rice,Grains,130,2.7,28.0,0.3,0.4,25.5,519,244,Snack,376,383.20000000000005
2024-01-13,396,Banana,Fruits,89,1.1,23.0,0.3,2.6,45.2,942,229,Dinner,458,477.90000000000003
2024-12-29,38,Strawberry,Fruits,32,0.7,8.0,0.3,2.0,28.9,87,115,Snack,585,163.79999999999998
2024-09-09,686,Bread,Grains,265,9.0,49.0,3.2,2.7,28.1,609,285,Dinner,891,540.9000000000001
2024-11-18,255,Rice,Grains,130,2.7,28.0,0.3,0.4,26.2,612,82,Dinner,553,589.2
2024-10-03,599,Nuts,Snacks,607,20.0,21.0,54.0,7.0,21.2,464,121,Snack,950,287.59999999999997
2024-06-24,798,Carrot,Vegetables,41,0.9,10.0,0.2,2.8,47.4,735,56,Breakfast,413,639.8000000000001
2024-08-06,737,Bread,Grains,265,9.0,49.0,3.2,2.7,18.4,881,160,Breakfast,331,604.6
2024-11-22,245,Water,Beverages,0,0.0,0.0,0.0,0.0,47.5,906,38,Dinner,336,386.1
2024-12-18,641,Popcorn,Snacks,375,12.0,74.0,4.3,14.0,42.5,19,280,Dinner,600,771.8
2024-02-17,843,Carrot,Vegetables,41,0.9,10.0,0.2,2.8,14.3,791,205,Breakfast,745,652.4
2024-05-22,166,Butter,Dairy,717,0.1,0.1,81.0,0.0,3.1,315,4,Lunch,444,552.7
2024-05-13,365,Chips,Snacks,536,7.0,53.0,35.0,4.4,11.4,93,68,Breakfast,140,702.9
2024-09-06,361,Rice,Grains,130,2.7,28.0,0.3,0.4,24.2,411,275,Breakfast,150,790.6
2024-04-08,123,Strawberry,Fruits,32,0.7,8.0,0.3,2.0,42.1,119,252,Lunch,994,531.0
2024-10-18,984,Yogurt,Dairy,59,3.5,4.7,3.3,0.0,34.9,752,198,Breakfast,912,417.40000000000003
2024-10-12,674,Strawberry,Fruits,32,0.7,8.0,0.3,2.0,26.2,378,25,Breakfast,605,683.3999999999999
2024-02-14,722,Chicken Breast,Meat,165,31.0,0.0,3.6,0.0,17.2,693,288,Snack,609,297.79999999999995
2024-10-18,640,Eggs,Meat,143,13.0,0.7,10.0,0.0,1.4,951,206,Breakfast,375,324.6
2024-04-24,533,Potato,Vegetables,77,2.0,17.0,0.1,2.2,14.0,670,300,Snack,747,458.0
2024-02-03,578,Broccoli,Vegetables,34,2.8,7.0,0.4,2.6,11.6,906,275,Snack,255,572.4000000000001
2024-01-29,653,Pork Chop,Meat,242,27.0,0.0,14.0,0.0,12.2,374,193,Lunch,538,315.8
2024-07-22,202,Water,Beverages,0,0.0,0.0,0.0,0.0,5.7,45,276,Lunch,758,512.5
2024-10-11,780,Pasta,Grains,131,5.0,25.0,0.5,1.2,44.8,536,267,Breakfast,970,172.7
2024-03-22,514,Rice,Grains,130,2.7,28.0,0.3,0.4,24.1,933,16,Lunch,832,203.40000000000003
2024-11-01,153,Beef Steak,Meat,271,26.0,0.0,19.0,0.0,46.7,62,238,Breakfast,712,662.7
2024-03-18,957,Eggs,Meat,143,13.0,0.7,10.0,0.0,17.3,514,117,Lunch,302,486.0
2024-08-27,565,Chips,Snacks,536,7.0,53.0,35.0,4.4,13.0,115,274,Snack,116,317.9
2024-09-06,674,Milk,Dairy,42,3.4,4.8,1.0,0.0,49.6,446,296,Lunch,547,594.6
2024-04-16,472,Cheese,Dairy,402,25.0,0.4,33.0,0.0,4.4,856,57,Snack,159,336.3
2024-05-31,800,Coffee,Beverages,0,0.1,0.0,0.0,0.0,41.7,582,43,Breakfast,297,737.2
2024-08-08,579,Pork Chop,Meat,242,27.0,0.0,14.0,0.0,46.3,7,285,Lunch,499,931.2
2024-03-31,829,Yogurt,Dairy,59,3.5,4.7,3.3,0.0,37.6,665,166,Lunch,177,473.5
2024-05-29,420,Yogurt,Dairy,59,3.5,4.7,3.3,0.0,12.3,802,173,Breakfast,634,796.9000000000001
2024-03-26,128,Strawberry,Fruits,32,0.7,8.0,0.3,2.0,47.2,457,197,Dinner,897,171.9
2024-08-24,663,Apple,Fruits,52,0.3,14.0,0.2,2.4,45.0,591,266,Lunch,964,313.5
2024-01-30,162,Cheese,Dairy,402,25.0,0.4,33.0,0.0,34.1,824,147,Breakfast,742,517.5
2024-02-22,538,Green Tea,Beverages,0,0.0,0.0,0.0,0.0,17.5,526,83,Dinner,780,666.3
2024-06-12,90,Grapes,Fruits,69,0.7,18.0,0.2,0.9,2.9,577,58,Snack,212,570.7
2024-03-29,391,Tomato,Vegetables,18,0.9,3.9,0.2,1.2,12.0,892,68,Dinner,442,300.2
2024-03-14,202,Coffee,Beverages,0,0.1,0.0,0.0,0.0,4.6,656,280,Snack,510,620.7
2024-07-26,509,Chips,Snacks,536,7.0,53.0,35.0,4.4,22.9,430,101,Lunch,608,297.29999999999995
2024-11-25,707,Oats,Grains,389,17.0,66.0,7.0,10.0,39.5,470,245,Breakfast,256,571.0999999999999
2024-08-24,77,Grapes,Fruits,69,0.7,18.0,0.2,0.9,30.2,869,124,Dinner,969,732.7
2024-09-29,140,Butter,Dairy,717,0.1,0.1,81.0,0.0,4.1,83,272,Breakfast,798,742.5
2024-10-22,63,Yogurt,Dairy,59,3.5,4.7,3.3,0.0,45.0,665,98,Snack,191,419.7
2024-04-25,321,Orange,Fruits,47,0.9,12.0,0.1,2.4,33.7,643,218,Snack,221,412.4
2024-08-29,794,Tomato,Vegetables,18,0.9,3.9,0.2,1.2,27.6,493,82,Dinner,449,236.89999999999998
2024-02-04,154,Beef Steak,Meat,271,26.0,0.0,19.0,0.0,48.8,945,156,Breakfast,674,300.5
2024-07-07,360,Broccoli,Vegetables,34,2.8,7.0,0.4,2.6,40.5,1,113,Breakfast,375,486.9
2024-02-29,364,Salmon,Meat,208,22.0,0.0,13.0,0.0,24.7,575,133,Dinner,247,621.5
